"","participant_id","redcap_survey_identifier","consent_form_timestamp","age","wsuwork","studentyn","consent___1","consent_form_complete","explanationexample_timestamp","contact1","multiple1","agecontact1___0","agecontact1___1","agecontact1___2","agecontact1___3","maskcontact1","touchcontact1","contextcontact1___0","contextcontact1___1","contextcontact1___2","contextcontact1___3","contextcontact1___4","contextcontact1___5","locationcontact1","timecontact1","another","contact2","multiple2","agecontact2___0","agecontact2___1","agecontact2___2","agecontact2___3","maskcontact2","touchcontact2","contextcontact2___0","contextcontact2___1","contextcontact2___2","contextcontact2___3","contextcontact2___4","contextcontact2___5","locationcontact2","timecontact2","another_2","contact3","multiple3","agecontact3___0","agecontact3___1","agecontact3___2","agecontact3___3","maskcontact3","touchcontact3","contextcontact3___0","contextcontact3___1","contextcontact3___2","contextcontact3___3","contextcontact3___4","contextcontact3___5","locationcontact3","timecontact3","another_3","contact4","multiple4","agecontact4___0","agecontact4___1","agecontact4___2","agecontact4___3","maskcontact4","touchcontact4","contextcontact4___0","contextcontact4___1","contextcontact4___2","contextcontact4___3","contextcontact4___4","contextcontact4___5","locationcontact4","timecontact4","another_4","contact5","multiple5","agecontact5___0","agecontact5___1","agecontact5___2","agecontact5___3","maskcontact5","touchcontact5","contextcontact5___0","contextcontact5___1","contextcontact5___2","contextcontact5___3","contextcontact5___4","contextcontact5___5","timecontact5","locationcontact5","another_5","contact6","multiple6","agecontact6___0","agecontact6___1","agecontact6___2","agecontact6___3","maskcontact6","touchcontact6","contextcontact6___0","contextcontact6___1","contextcontact6___2","contextcontact6___3","contextcontact6___4","contextcontact6___5","locationcontact6","timecontact6","another_6","contact7","multiple7","agecontact7___0","agecontact7___1","agecontact7___2","agecontact7___3","maskcontact7","touchcontact7","contextcontact7___0","contextcontact7___1","contextcontact7___2","contextcontact7___3","contextcontact7___4","contextcontact7___5","locationcontact7","timecontact7","another_7","contact8","multiple8","agecontact8___0","agecontact8___1","agecontact8___2","agecontact8___3","maskcontact8","touchcontact8","contextcontact8___0","contextcontact8___1","contextcontact8___2","contextcontact8___3","contextcontact8___4","contextcontact8___5","locationcontact8","timecontact8","another_8","contact9","multiple9","agecontact9___0","agecontact9___1","agecontact9___2","agecontact9___3","maskcontact9","touchcontact9","contextcontact9___0","contextcontact9___1","contextcontact9___2","contextcontact9___3","contextcontact9___4","contextcontact9___5","locationcontact9","timecontact9","another_9","contact10","multiple10","agecontact10___0","agecontact10___1","agecontact10___2","agecontact10___3","maskcontact10","touchcontact10","contextcontact10___0","contextcontact10___1","contextcontact10___2","contextcontact10___3","contextcontact10___4","contextcontact10___5","locationcontact10","timecontact10","another_10","explanationexample_complete","additional_questions_timestamp","occupation","essentialjobyn","teachyn","campus_loc","teleworkyn","pullmanyn","npullman","typcialyn","ntypical","covid30","covid30result","covidmonth","covidmonthresult","positiveever","ill30yn","illsigns___0","illsigns___1","illsigns___2","illsigns___3","illsigns___4","illsigns___5","illsigns___6","illsigns___7","illsigns___8","illsigns___9","hcpyn","vaccination___0","vaccination___1","adultvax","adultnovax___1","adultnovax___2","adultnovax___3","childvax","childnovax___1","childnovax___2","childnovax___3","childnovax___4","previousyn","additional_questions_complete","Cont1Total","Cont2Total","Cont3Total","Cont4Total","Cont5Total","Cont6Total","Cont7Total","Cont8Total","Cont9Total","Cont10Total","Contact1location","Contact2location","Contact3location","Contact4location","Contact5location","Contact6location","Contact7location","Contact8location","Contact9location","Contact10location","Faculty","OccType"
"67",167,NA,"2022-03-09 16:53:33",1,1,0,1,2,"2022-03-09 16:57:21","Students",48,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Students",13,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Students",1,0,1,0,0,We both did,No,0,0,0,0,0,0,"WSU Campus",1,1,"Neighbors",1,0,0,0,1,Neither did,No,1,0,0,0,0,0,1,"Home",1,"Friends",1,0,0,0,1,Neither did,No,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 16:58:12","Faculty member",0,1,0,2,1,NA,1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,2,2,48,13,1,1,1,1,NA,NA,NA,NA,2,2,2,NA,1,1,NA,NA,NA,NA,"Faculty","Faculty"
"68",172,NA,"2022-03-09 16:57:30",1,1,0,1,2,"2022-03-09 17:02:25","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",2,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Students",5,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Family Members",1,0,0,0,1,Neither did,No,0,0,0,0,0,1,"SEH",0,1,"Laborers",3,0,1,1,0,We both did,No,0,0,0,0,1,0,0,"Store",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:03:33","Professor",1,1,2,0,0,"Vancouver",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,1,2,1,2,5,1,3,NA,NA,NA,NA,NA,1,1,2,6,5,NA,NA,NA,NA,NA,"Faculty","Faculty"
"69",173,NA,"2022-03-09 16:59:41",1,1,0,1,2,"2022-03-09 17:03:51","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",2,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:06:04","Research faculty",0,0,0,0,1,NA,1,NA,0,NA,0,NA,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"70",174,NA,"2022-03-09 17:00:26",1,1,0,1,2,"2022-03-09 17:10:18","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Pullman",1,1,"Students",1,0,1,0,0,Neither did,No,0,1,0,0,0,0,"WSU Pullman",2,1,"Students",220,0,1,1,0,I did some did not,No,0,1,0,0,0,0,"WSU Pullman",3,1,"Colleagues",1,0,0,1,0,I did not they did,No,0,1,0,0,0,0,3,"WSU Pullman",1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",0,1,"Students",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:11:59","Economics Professor",0,1,0,0,1,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,1,220,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,"Faculty","Faculty"
"71",177,NA,"2022-03-09 17:02:47",1,1,0,1,2,"2022-03-09 17:10:50","Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"Outdoors",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Extension",0,1,"Colleagues",1,0,0,0,1,We both did,No,0,1,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:14:03","Professor",1,0,5,0,0,"Sumner, WA",0,"I usually interact with 2 or three additional staff",1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"72",178,NA,"2022-03-09 17:03:14",1,1,0,1,2,"2022-03-09 17:10:08","Friends",2,0,0,0,1,Neither did,No,0,0,1,0,0,1,"SEH",3,1,"Laborers",1,0,0,1,0,We both did,No,0,0,0,0,1,0,"Store",0,1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Students",25,1,0,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Health Care Workers",1,0,0,1,0,We both did,Yes,0,0,0,0,0,1,2,"Health Care Facility",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:17:12","Field Supervisor",1,0,2,2,0,"Vancouver WA",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,2,1,1,25,1,NA,NA,NA,NA,NA,3,5,2,2,6,NA,NA,NA,NA,NA,"Staff","Staff"
"73",179,NA,"2022-03-09 17:03:15",1,1,0,1,2,"2022-03-09 17:08:22","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Parents",1,0,0,0,1,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,0,1,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Laborers",1,0,0,1,0,We both did,No,0,0,0,0,1,0,"Store",0,1,"Laborers",1,0,1,0,0,We both did,No,0,0,0,0,1,0,0,"Restaurant",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:09:29","Associate Professor",0,0,6,0,0,"Seattle",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,5,5,NA,NA,NA,NA,NA,"Faculty","Faculty"
"74",182,NA,"2022-03-09 17:09:34",1,1,0,1,2,"2022-03-09 17:21:27","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,0,0,0,0,Neither did,Yes,0,0,0,1,0,0,"Car",1,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",3,0,0,1,0,Neither did,No,0,1,0,0,0,0,1,"Restaurant",1,"Strangers",30,1,1,1,1,I did not some did,Yes,0,0,0,0,0,1,"Place of Worship",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:24:07","Faculty",0,0,3,2,0,"Tri-Cities",1,NA,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,3,0,0,0,1,1,2,1,1,1,1,3,30,NA,NA,NA,NA,1,1,4,1,2,6,NA,NA,NA,NA,"Faculty","Faculty"
"75",183,NA,"2022-03-09 17:11:09",1,1,0,1,2,"2022-03-09 17:15:05","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:16:56","Extension Regional Specialist",1,0,5,0,0,"Omak, WA",0,"It wasn't a typical day because I worked from home for one day because of an appointment that I had mid-day and not wanting to waste time driving to and from work to get to that appointment.",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"76",185,NA,"2022-03-09 17:12:53",1,1,0,1,2,"2022-03-09 17:16:06","Spouse",1,0,0,0,1,Neither did,Yes,1,0,0,0,0,0,"Hotel",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:18:13","Adjunct",1,1,0,0,0,"Clarkston",0,"I don't teach on Wednesday",0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"77",191,NA,"2022-03-09 17:24:03",1,1,0,1,2,"2022-03-09 17:26:35","Students",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",2,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:28:32","Faculty",1,1,2,0,0,"Vancouver, WA",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"78",200,NA,"2022-03-09 17:31:04",1,1,0,1,2,"2022-03-09 17:36:58","Partner",1,0,0,1,0,Neither did,No,1,0,0,0,0,0,NA,3,1,"Students",5,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Colleagues",2,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",1,0,0,1,0,Neither did,No,0,0,0,0,0,1,"Restaurant",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:38:31","Professor",1,0,0,0,1,NA,0,"Group meeting and an interview candidate in person",1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,5,2,1,NA,NA,NA,NA,NA,NA,1,2,2,6,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"79",203,NA,"2022-03-09 17:34:05",1,1,0,1,2,"2022-03-09 17:36:56","Spouse",1,0,0,0,1,Neither did,No,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:38:32","Professor",1,1,0,0,1,NA,1,NA,1,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"80",207,NA,"2022-03-09 17:41:52",1,1,0,1,2,"2022-03-09 17:49:55","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Students",7,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",5,0,0,1,0,We both did,No,0,1,0,0,0,0,1,"WSU Campus",1,"Friends",1,0,0,1,0,Neither did,No,1,0,0,0,0,0,"Home",3,1,"Students and Colleagues",4,0,0,1,0,We both did,Yes,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",15,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 17:50:58","Professor",1,1,0,2,1,NA,1,NA,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,1,7,5,1,4,15,NA,NA,1,2,2,2,2,1,2,2,NA,NA,"Faculty","Faculty"
"81",213,NA,"2022-03-09 18:02:46",1,1,0,1,2,"2022-03-09 18:18:47","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Strangers",4,0,0,1,0,We both did,No,0,0,0,1,0,0,"Public Transit",1,1,"Colleagues",3,0,1,1,0,We both did,Yes,0,0,0,0,0,1,"Health Care Facility",1,1,"Students",30,0,1,1,1,We both did,No,0,1,0,0,0,0,3,"WSU Vancouver",1,"Children",30,1,0,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Colleagues",1,0,0,1,0,Neither did,No,0,0,0,1,0,0,"Outdoors",0,1,"Laborers",1,0,0,1,0,We both did,No,0,0,0,1,0,0,"Public Transit",3,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Vancouver",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 18:22:57","Faculty",1,1,2,2,0,"Vancouver",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,2,2,1,1,4,3,30,30,1,1,1,NA,1,1,4,6,2,2,4,4,2,NA,"Faculty","Faculty"
"82",214,NA,"2022-03-09 18:04:20",1,1,0,1,2,"2022-03-09 18:15:54","Students",20,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Vancouver",3,1,"Students",30,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Vancouver",3,1,"Strangers",50,0,1,1,1,I did some did not,No,0,0,1,0,0,0,"Gym",3,1,"Family Members",1,0,0,1,0,Neither did,No,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,3,"Home",1,"Children",1,0,1,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Strangers",15,1,1,1,1,I did some did not,No,0,0,0,0,1,0,"Store",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 18:16:57","Professor",1,1,2,2,0,"Ridgefield, WA",1,NA,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,2,2,20,30,50,1,1,1,15,NA,NA,NA,2,2,3,1,1,1,5,NA,NA,NA,"Faculty","Faculty"
"83",215,NA,"2022-03-09 18:11:41",1,1,0,1,2,"2022-03-09 18:19:08","Children",2,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Partner",1,0,0,1,0,Neither did,Yes,1,1,0,0,0,0,"Home, Outdoors",3,1,"Colleagues",3,0,0,1,1,We both did,No,0,1,0,0,0,0,"WSU Pullman",2,1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",2,1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,2,"WSU Pullman",1,"Students",3,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",0,1,"Laborers",1,0,1,0,0,We both did,No,0,0,0,0,1,0,"Store",0,1,"Friends",1,0,0,1,0,I did they did not,No,0,0,0,0,0,1,"Outdoors",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 18:20:26","Psychologist",1,1,0,2,1,NA,1,NA,0,NA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,1,2,2,1,3,1,1,3,1,1,NA,NA,1,1,2,2,2,2,5,6,NA,NA,"Staff","Clinical"
"84",217,NA,"2022-03-09 18:31:58",1,1,0,1,2,"2022-03-09 18:38:25","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Students",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Students",11,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Strangers",10,0,1,0,0,We both did,No,0,0,0,1,0,0,"Public Transit",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 18:40:05","Faculty at WSU",0,1,0,1,1,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,11,10,NA,NA,NA,NA,NA,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
